Model,Validation Loss,Validation mse,Validation mae,Testing Loss,Testing mse,Testing mae,rmse,r_squared,mae
Best_Model_1,0.2201194167137146,0.2201194167137146,0.2785096764564514,0.29555264115333557,0.29555264115333557,0.31029975414276123,0.5436473828652598,0.8456987062810722,0.3102995166527596
Best_Model_2,0.2142810970544815,0.2142810970544815,0.28164049983024597,0.3302115201950073,0.3302115201950073,0.3289411664009094,0.5746404689511294,0.8276039226792846,0.32894099248479264
