Model,Validation Loss,Validation mse,Validation mae,Testing Loss,Testing mse,Testing mae,rmse,r_squared,mae
Best_Model_1,0.2149088978767395,0.2149088978767395,0.26240062713623047,0.30161193013191223,0.30161193013191223,0.3018587529659271,0.5491921509380875,0.8425351559631187,0.30185857921483766
Best_Model_2,0.23006002604961395,0.23006002604961395,0.2637037932872772,0.3416583836078644,0.3416583836078644,0.31689557433128357,0.5845155764711717,0.8216278110454577,0.31689525289152454
